sep=;
NZ;PCT/CN2023/101302;817409;W;;
NZ;PCT/US2023/026528;817068;W;;
NZ;PCT/EP2023/071118;817421;W;;
NZ;PCT/AU2023/050482;816717;C;;
NZ;PCT/AU2023/050641;817275;C;;
NZ;PCT/AU2023/050454;817122;C;;
NZ;PCT/GB2023/051401;816752;D;;
NZ;PCT/JP2023/021978;817150;D;;
NZ;PCT/CN2024/095625;817227;D;;
NZ;PCT/GB2023/051393;816828;G;;
NZ;PCT/NZ2023/050056;817276;G;;
NZ;PCT/US2023/070897;817330;R;;
NZ;PCT/US2023/021153;816936;G;;
NZ;PCT/US2023/069968;817323;G;;
NZ;PCT/US2023/068832;817368;R;;
NZ;PCT/US2023/070016;817284;R;;
NZ;PCT/AU2023/050583;816978;R;;
NZ;PCT/EP2023/069087;816725;W;;
NZ;PCT/US2022/035254;817075;W;;
NZ;PCT/JP2023/018892;817055;W;;
NZ;PCT/AU2023/050490;816793;C;;
NZ;PCT/US2023/025385;817402;C;;
NZ;PCT/US2023/069801;817388;D;;
NZ;PCT/US2023/023445;816971;D;;
NZ;PCT/AU2023/050619;817429;D;;
NZ;PCT/US2023/025386;817385;G;;
NZ;PCT/US2023/024679;817041;G;;
NZ;PCT/US2023/068486;816989;G;;
NZ;PCT/IB2023/054044;816797;R;;
NZ;PCT/US2023/024723;817252;R;;
NZ;PCT/CN2023/102500;816991;R;;
NZ;PCT/IB2023/056152;816818;W;;
NZ;PCT/IB2023/000312;817229;W;;
NZ;PCT/CN2023/099158;817396;C;;
NZ;PCT/EP2023/069483;817193;C;;
NZ;PCT/EP2023/065558;817457;C;;
NZ;PCT/GB2023/051260;816569;D;;
NZ;PCT/GB2023/051183;816814;D;;
NZ;PCT/US2023/067220;817114;D;;
NZ;PCT/AU2023/050526;816833;G;;
NZ;PCT/EP2023/065588;816859;G;;
NZ;PCT/EP2023/063538;817157;G;;
NZ;PCT/US2023/069331;816858;R;;
NZ;PCT/US2023/023949;817322;R;;
NZ;PCT/US2023/025389;817399;W;;
NZ;PCT/EP2023/065991;817236;W;;
NZ;PCT/EP2023/064749;816886;W;;
NZ;PCT/US2023/022990;816680;C;;
NZ;PCT/EP2023/062066;816853;C;;
NZ;PCT/AU2023/050582;817038;C;;
NZ;PCT/CA2023/050660;816715;D;;
NZ;PCT/IB2023/056049;817420;D;;
NZ;PCT/KR2023/000398;817270;D;;
NZ;PCT/JP2023/021761;816885;G;;
NZ;PCT/US2023/026994;817359;G;;
NZ;PCT/US2023/023307;816877;R;;
NZ;PCT/US2023/024617;817037;R;;
NZ;PCT/US2023/067996;817013;R;;
NZ;PCT/US2023/069132;816817;W;;
NZ;PCT/US2023/066436;816714;W;;
NZ;PCT/US2023/028124;817231;W;;
NZ;PCT/US2023/067927;816899;C;;
NZ;PCT/ES2023/070358;817303;C;;
NZ;PCT/US2023/026140;817168;D;;
NZ;PCT/EP2023/064065;817230;D;;
NZ;PCT/AU2023/050469;816941;D;;
NZ;PCT/JP2023/020924;816884;G;;
NZ;PCT/CZ2023/050037;817050;G;;
NZ;PCT/EP2023/068080;817035;G;;
NZ;PCT/EP2023/067987;816816;R;;
NZ;PCT/EP2023/070918;816872;R;;
NZ;PCT/US2023/068665;817187;R;;
NZ;PCT/US2023/022098;816771;W;;
NZ;PCT/IB2023/056283;817296;W;;
NZ;PCT/US2023/026769;817407;C;;
NZ;PCT/NO2023/060008;817254;C;;
NZ;PCT/EP2023/068358;816983;C;;
NZ;PCT/US2023/021150;816773;D;;
NZ;PCT/EP2023/067805;817273;D;;
NZ;PCT/US2023/066825;816945;D;;
NZ;PCT/US2023/068821;817317;G;;
NZ;PCT/ES2023/070416;816935;G;;
NZ;PCT/CN2023/100225;817165;G;;
NZ;PCT/US2023/067013;817124;R;;
NZ;PCT/GB2023/051298;817205;R;;
NZ;PCT/US2023/026081;816848;W;;
NZ;PCT/US2023/068006;817074;W;;
NZ;PCT/GB2023/051612;816896;W;;
NZ;PCT/EP2023/055328;816806;C;;
NZ;PCT/GB2023/051668;817338;C;;
NZ;PCT/CN2023/098241;816992;C;;
NZ;PCT/EP2023/067939;816869;D;;
NZ;PCT/IB2023/000335;817315;D;;
NZ;PCT/US2023/070306;816882;C;;
NZ;PCT/US2023/067064;817192;C;;
NZ;PCT/EP2023/062404;816820;D;;
NZ;PCT/US2023/068555;817328;D;;
NZ;PCT/DK2023/050124;816698;G;;
NZ;PCT/US2022/033379;816843;G;;
NZ;PCT/CN2023/096076;816516;R;;
NZ;PCT/EP2023/066817;817145;R;;
NZ;PCT/JP2023/021735;817058;R;;
NZ;PCT/EP2023/067952;817329;W;;
NZ;PCT/CN2023/099267;816972;W;;
NZ;PCT/GB2023/051292;817094;W;;
NZ;PCT/EP2023/070938;816871;C;;
NZ;PCT/EP2023/065608;817349;C;;
NZ;PCT/EP2023/068443;816876;D;;
NZ;PCT/IB2022/056438;817137;D;;
NZ;PCT/GB2023/051230;816934;D;;
NZ;PCT/CN2023/098030;816800;G;;
NZ;PCT/US2023/067432;817274;G;;
NZ;PCT/IB2023/000535;817115;G;;
NZ;PCT/CN2023/091259;816564;R;;
NZ;PCT/US2023/024956;817120;R;;
NZ;PCT/AU2023/050562;817203;R;;
NZ;PCT/NZ2023/050052;816044;W;;
NZ;PCT/CN2022/107593;817361;W;;
NZ;PCT/EP2023/063472;816883;C;;
NZ;PCT/AU2022/050817;816901;C;;
NZ;PCT/US2023/024944;817032;C;;
NZ;PCT/EP2023/066436;816433;D;;
NZ;PCT/US2023/021060;816587;D;;
NZ;PCT/US2023/067918;817151;D;;
NZ;PCT/IB2023/055901;816682;G;;
NZ;PCT/EP2023/064950;817162;G;;
NZ;PCT/EP2023/069505;817234;G;;
NZ;PCT/US2023/068298;817116;R;;
NZ;PCT/US2023/026331;817375;R;;
NZ;PCT/IB2023/056620;816861;W;;
NZ;PCT/NL2023/050273;817257;W;;
NZ;PCT/EP2023/069299;817147;W;;
NZ;PCT/US2023/023586;816849;C;;
NZ;PCT/CN2023/094714;816799;W;;
NZ;PCT/US2023/027013;817314;W;;
NZ;PCT/CA2023/050698;817119;W;;
NZ;PCT/FI2023/050413;816738;C;;
NZ;PCT/US2023/024898;817123;C;;
NZ;PCT/US2023/022733;817206;C;;
NZ;PCT/AU2023/050384;817008;D;;
NZ;PCT/US2023/025780;817354;D;;
NZ;PCT/AU2023/050473;817351;G;;
NZ;PCT/US2023/027654;817085;G;;
NZ;PCT/EP2023/069513;817453;G;;
NZ;PCT/JP2023/025527;816798;R;;
NZ;PCT/JP2023/024180;816689;R;;
NZ;PCT/US2023/067919;817129;R;;
NZ;PCT/EP2023/071064;816836;W;;
NZ;PCT/NZ2023/050082;817143;W;;
NZ;PCT/SE2023/050641;817189;W;;
NZ;PCT/CN2023/098081;816973;C;;
NZ;PCT/US2023/027741;817376;C;;
NZ;PCT/IB2023/056611;816867;D;;
NZ;PCT/US2023/027420;816815;D;;
NZ;PCT/US2023/068426;817078;D;;
NZ;PCT/EP2023/063379;816811;G;;
NZ;PCT/CN2023/099146;816823;G;;
NZ;PCT/JP2022/022273;817146;G;;
NZ;PCT/US2023/021812;816841;R;;
NZ;PCT/US2023/069358;817271;R;;
NZ;PCT/US2023/024719;817079;R;;
NZ;PCT/EP2023/062582;816812;W;;
NZ;PCT/US2023/074061;817387;W;;
NZ;PCT/IL2023/050449;816739;C;;
NZ;PCT/EP2023/072293;817202;C;;
NZ;PCT/KR2023/008062;817111;C;;
NZ;PCT/AU2023/050609;817342;D;;
NZ;PCT/EP2023/065438;817011;D;;
NZ;PCT/US2023/069124;817201;D;;
NZ;PCT/IB2023/054969;816740;G;;
NZ;PCT/US2023/069334;817458;G;;
NZ;PCT/EP2023/072377;817277;G;;
NZ;PCT/CN2023/098246;817042;R;;
NZ;PCT/US2023/068828;817362;R;;
NZ;PCT/US2023/073033;817449;R;;
NZ;PCT/US2023/024721;817080;R;;
NZ;PCT/EP2023/063424;816898;R;;
NZ;PCT/DK2023/050129;816716;W;;
NZ;PCT/IB2023/056622;816845;W;;
NZ;PCT/EP2023/072376;817148;W;;
NZ;PCT/US2023/066349;816713;C;;
NZ;PCT/US2023/069704;817390;C;;
NZ;PCT/US2023/027456;817248;C;;
NZ;PCT/EP2023/069447;816835;D;;
NZ;PCT/CN2023/101761;817391;D;;
NZ;PCT/US2023/069102;817412;G;;
NZ;PCT/US2023/068925;817239;G;;
NZ;PCT/AU2023/050488;816977;G;;
NZ;PCT/US2023/023770;816712;R;;
NZ;PCT/IB2023/054501;816705;R;;
NZ;PCT/EP2023/064122;817052;R;;
NZ;PCT/GB2023/051492;816786;W;;
NZ;PCT/NO2023/060015;817441;W;;
NZ;PCT/CN2023/101302;817409;C;;
NZ;PCT/US2023/026528;817068;C;;
NZ;PCT/EP2023/071118;817421;C;;
NZ;PCT/AU2023/050482;816717;D;;
NZ;PCT/AU2023/050641;817275;D;;
NZ;PCT/AU2023/050454;817122;D;;
NZ;PCT/IB2023/054777;816769;G;;
NZ;PCT/EP2023/065236;817228;G;;
NZ;PCT/US2023/026527;817070;G;;
NZ;PCT/GB2023/051393;816828;R;;
NZ;PCT/NZ2023/050056;817276;R;;
NZ;PCT/US2023/070897;817330;W;;
NZ;PCT/US2023/068831;817186;W;;
NZ;PCT/US2023/025384;817374;W;;
NZ;PCT/US2023/027009;816802;C;;
NZ;PCT/US2023/024073;816719;C;;
NZ;PCT/IB2023/057033;817110;C;;
NZ;PCT/US2023/069410;816832;D;;
NZ;PCT/US2023/027438;817176;D;;
NZ;PCT/SE2023/050643;817197;D;;
NZ;PCT/US2023/068586;816855;G;;
NZ;PCT/US2023/022681;817291;G;;
NZ;PCT/EP2023/062499;817028;G;;
NZ;PCT/US2023/025987;817318;G;;
NZ;PCT/US2023/025386;817385;R;;
NZ;PCT/US2023/024679;817041;R;;
NZ;PCT/US2023/068486;816989;R;;
NZ;PCT/IB2023/054044;816797;W;;
NZ;PCT/US2023/024723;817252;W;;
NZ;PCT/CN2023/102500;816991;W;;
NZ;PCT/IB2023/056152;816818;C;;
NZ;PCT/IB2023/000312;817229;C;;
NZ;PCT/CN2023/099158;817396;D;;
NZ;PCT/EP2023/069483;817193;D;;
NZ;PCT/EP2023/065558;817457;D;;
NZ;PCT/GB2023/051229;816857;G;;
NZ;PCT/US2023/022390;817130;G;;
NZ;PCT/US2023/069448;817007;G;;
NZ;PCT/AU2023/050526;816833;R;;
NZ;PCT/EP2023/065588;816859;R;;
NZ;PCT/EP2023/063538;817157;R;;
NZ;PCT/US2023/069331;816858;W;;
NZ;PCT/US2023/023949;817322;W;;
NZ;PCT/US2023/025389;817399;C;;
NZ;PCT/EP2023/065991;817236;C;;
NZ;PCT/EP2023/064749;816886;C;;
NZ;PCT/US2023/022990;816680;D;;
NZ;PCT/EP2023/062066;816853;D;;
NZ;PCT/AU2023/050582;817038;D;;
NZ;PCT/US2023/068310;816827;G;;
NZ;PCT/US2023/068329;816834;G;;
NZ;PCT/US2023/024711;817101;G;;
NZ;PCT/US2023/021153;816936;R;;
NZ;PCT/US2023/069968;817323;R;;
NZ;PCT/US2023/068832;817368;W;;
NZ;PCT/US2023/070016;817284;W;;
NZ;PCT/AU2023/050583;816978;W;;
NZ;PCT/EP2023/069087;816725;C;;
NZ;PCT/US2022/035254;817075;C;;
NZ;PCT/JP2023/018892;817055;C;;
NZ;PCT/AU2023/050490;816793;D;;
NZ;PCT/US2023/025385;817402;D;;
NZ;PCT/US2023/067927;816899;D;;
NZ;PCT/ES2023/070358;817303;D;;
NZ;PCT/US2023/067915;817113;G;;
NZ;PCT/US2023/069857;817366;G;;
NZ;PCT/JP2023/020924;816884;R;;
NZ;PCT/CZ2023/050037;817050;R;;
NZ;PCT/EP2023/068080;817035;R;;
NZ;PCT/EP2023/067987;816816;W;;
NZ;PCT/EP2023/070918;816872;W;;
NZ;PCT/US2023/068665;817187;W;;
NZ;PCT/US2023/022098;816771;C;;
NZ;PCT/IB2023/056283;817296;C;;
NZ;PCT/US2023/026769;817407;D;;
NZ;PCT/NO2023/060008;817254;D;;
NZ;PCT/EP2023/068358;816983;D;;
NZ;PCT/KR2023/009159;816324;G;;
NZ;PCT/CN2023/111270;816840;G;;
NZ;PCT/US2023/068408;817086;G;;
NZ;PCT/US2023/068821;817317;R;;
NZ;PCT/ES2023/070416;816935;R;;
NZ;PCT/CN2023/100225;817165;R;;
NZ;PCT/US2023/067013;817124;W;;
NZ;PCT/GB2023/051298;817205;W;;
NZ;PCT/US2023/026081;816848;C;;
NZ;PCT/US2023/068006;817074;C;;
NZ;PCT/GB2023/051612;816896;C;;
NZ;PCT/EP2023/055328;816806;D;;
NZ;PCT/GB2023/051668;817338;D;;
NZ;PCT/CN2023/098241;816992;D;;
NZ;PCT/US2023/021180;816188;G;;
NZ;PCT/JP2023/022590;817069;G;;
NZ;PCT/EP2023/065235;817121;G;;
NZ;PCT/JP2023/021761;816885;R;;
NZ;PCT/US2023/026994;817359;R;;
NZ;PCT/US2023/023307;816877;W;;
NZ;PCT/US2023/024617;817037;W;;
NZ;PCT/US2023/067996;817013;W;;
NZ;PCT/US2023/069132;816817;C;;
NZ;PCT/US2023/066436;816714;C;;
NZ;PCT/US2023/028124;817231;C;;
NZ;PCT/EP2023/067952;817329;C;;
NZ;PCT/CN2023/099267;816972;C;;
NZ;PCT/GB2023/051292;817094;C;;
NZ;PCT/EP2023/070938;816871;D;;
NZ;PCT/EP2023/065608;817349;D;;
NZ;PCT/EP2023/064873;817039;G;;
NZ;PCT/EP2023/067803;817403;G;;
NZ;PCT/CN2023/098030;816800;R;;
NZ;PCT/US2023/067432;817274;R;;
NZ;PCT/IB2023/000535;817115;R;;
NZ;PCT/CN2023/091259;816564;W;;
NZ;PCT/US2023/024956;817120;W;;
NZ;PCT/AU2023/050562;817203;W;;
NZ;PCT/NZ2023/050052;816044;C;;
NZ;PCT/CN2022/107593;817361;C;;
NZ;PCT/EP2023/063472;816883;D;;
NZ;PCT/AU2022/050817;816901;D;;
NZ;PCT/US2023/024944;817032;D;;
NZ;PCT/AU2023/050395;816757;G;;
NZ;PCT/US2023/065519;817336;G;;
NZ;PCT/NO2023/050089;817126;G;;
NZ;PCT/IB2023/055901;816682;R;;
NZ;PCT/EP2023/064950;817162;R;;
NZ;PCT/EP2023/069505;817234;R;;
NZ;PCT/US2023/068298;817116;W;;
NZ;PCT/US2023/026331;817375;W;;
NZ;PCT/IB2023/056620;816861;C;;
NZ;PCT/NL2023/050273;817257;C;;
NZ;PCT/EP2023/069299;817147;C;;
NZ;PCT/US2023/023586;816849;D;;
NZ;PCT/US2023/070306;816882;D;;
NZ;PCT/US2023/067064;817192;D;;
NZ;PCT/US2023/022104;816760;G;;
NZ;PCT/US2023/025457;817188;G;;
NZ;PCT/EP2023/063844;817243;G;;
NZ;PCT/DK2023/050124;816698;R;;
NZ;PCT/US2022/033379;816843;R;;
NZ;PCT/CN2023/096076;816516;W;;
NZ;PCT/EP2023/066817;817145;W;;
NZ;PCT/JP2023/021735;817058;W;;
NZ;PCT/EP2023/069513;817453;R;;
NZ;PCT/JP2023/025527;816798;W;;
NZ;PCT/JP2023/024180;816689;W;;
NZ;PCT/US2023/067919;817129;W;;
NZ;PCT/EP2023/071064;816836;C;;
NZ;PCT/NZ2023/050082;817143;C;;
NZ;PCT/SE2023/050641;817189;C;;
NZ;PCT/CN2023/098081;816973;D;;
NZ;PCT/US2023/027741;817376;D;;
NZ;PCT/US2023/076475;817433;G;;
NZ;PCT/SE2023/050644;817198;G;;
NZ;PCT/GB2023/051489;817415;G;;
NZ;PCT/EP2023/063379;816811;R;;
NZ;PCT/CN2023/099146;816823;R;;
NZ;PCT/JP2022/022273;817146;R;;
NZ;PCT/US2023/021812;816841;W;;
NZ;PCT/US2023/069358;817271;W;;
NZ;PCT/US2023/024719;817079;W;;
NZ;PCT/EP2023/062582;816812;C;;
NZ;PCT/US2023/074061;817387;C;;
NZ;PCT/IL2023/050449;816739;D;;
NZ;PCT/EP2023/072293;817202;D;;
NZ;PCT/KR2023/008062;817111;D;;
NZ;PCT/US2023/023057;816792;G;;
NZ;PCT/CN2023/103952;816873;G;;
NZ;PCT/EP2023/062453;817026;G;;
NZ;PCT/IB2023/054969;816740;R;;
NZ;PCT/US2023/069334;817458;R;;
NZ;PCT/EP2023/072377;817277;R;;
NZ;PCT/CN2023/098246;817042;W;;
NZ;PCT/US2023/068828;817362;W;;
NZ;PCT/CN2023/094714;816799;C;;
NZ;PCT/US2023/027013;817314;C;;
NZ;PCT/CA2023/050698;817119;C;;
NZ;PCT/FI2023/050413;816738;D;;
NZ;PCT/US2023/024898;817123;D;;
NZ;PCT/US2023/022733;817206;D;;
NZ;PCT/US2023/068956;816821;G;;
NZ;PCT/GB2023/051494;817422;G;;
NZ;PCT/AU2023/050473;817351;R;;
NZ;PCT/US2023/027654;817085;R;;
NZ;PCT/US2023/068806;816903;G;;
NZ;PCT/EP2023/066647;817324;G;;
NZ;PCT/US2023/069102;817412;R;;
NZ;PCT/US2023/068925;817239;R;;
NZ;PCT/AU2023/050488;816977;R;;
NZ;PCT/US2023/023770;816712;W;;
NZ;PCT/IB2023/054501;816705;W;;
NZ;PCT/EP2023/064122;817052;W;;
NZ;PCT/GB2023/051492;816786;C;;
NZ;PCT/NO2023/060015;817441;C;;
NZ;PCT/CN2023/101302;817409;D;;
NZ;PCT/US2023/026528;817068;D;;
NZ;PCT/EP2023/071118;817421;D;;
NZ;PCT/AU2023/050470;817417;G;;
NZ;PCT/US2021/022322;817031;G;;
NZ;PCT/EP2023/068805;816985;G;;
NZ;PCT/IB2023/054777;816769;R;;
NZ;PCT/EP2023/065236;817228;R;;
NZ;PCT/US2023/026527;817070;R;;
NZ;PCT/GB2023/051393;816828;W;;
NZ;PCT/NZ2023/050056;817276;W;;
NZ;PCT/US2023/070897;817330;C;;
NZ;PCT/US2023/068831;817186;C;;
NZ;PCT/US2023/025384;817374;C;;
NZ;PCT/US2023/027009;816802;D;;
NZ;PCT/US2023/024073;816719;D;;
NZ;PCT/IB2023/057033;817110;D;;
NZ;PCT/EP2023/062589;816801;G;;
NZ;PCT/US2023/024152;816874;G;;
NZ;PCT/CN2023/098264;817040;G;;
NZ;PCT/US2023/068586;816855;R;;
NZ;PCT/US2023/022681;817291;R;;
NZ;PCT/US2023/073033;817449;W;;
NZ;PCT/US2023/024721;817080;W;;
NZ;PCT/EP2023/063424;816898;W;;
NZ;PCT/DK2023/050129;816716;C;;
NZ;PCT/IB2023/056622;816845;C;;
NZ;PCT/EP2023/072376;817148;C;;
NZ;PCT/US2023/066349;816713;D;;
NZ;PCT/US2023/069704;817390;D;;
NZ;PCT/US2023/027456;817248;D;;
NZ;PCT/US2023/067250;816852;G;;
NZ;PCT/US2023/067487;817357;G;;
NZ;PCT/GB2023/051229;816857;R;;
NZ;PCT/US2023/022390;817130;R;;
NZ;PCT/US2023/069448;817007;R;;
NZ;PCT/AU2023/050526;816833;W;;
NZ;PCT/EP2023/065588;816859;W;;
NZ;PCT/EP2023/063538;817157;W;;
NZ;PCT/US2023/069331;816858;C;;
NZ;PCT/US2023/023949;817322;C;;
NZ;PCT/US2023/025389;817399;D;;
NZ;PCT/EP2023/065991;817236;D;;
NZ;PCT/EP2023/064749;816886;D;;
NZ;PCT/IB2023/056626;816862;G;;
NZ;PCT/US2022/033213;816842;G;;
NZ;PCT/US2023/067008;817034;G;;
NZ;PCT/US2023/068310;816827;R;;
NZ;PCT/US2023/068329;816834;R;;
NZ;PCT/US2023/024711;817101;R;;
NZ;PCT/US2023/021153;816936;W;;
NZ;PCT/US2023/069968;817323;W;;
NZ;PCT/US2023/068832;817368;C;;
NZ;PCT/US2023/070016;817284;C;;
NZ;PCT/AU2023/050583;816978;C;;
NZ;PCT/EP2023/069087;816725;D;;
NZ;PCT/US2022/035254;817075;D;;
NZ;PCT/JP2023/018892;817055;D;;
NZ;PCT/CN2023/098076;816847;G;;
NZ;PCT/NZ2023/050060;816866;G;;
NZ;PCT/IB2023/056513;817200;G;;
NZ;PCT/EP2023/062499;817028;R;;
NZ;PCT/US2023/025987;817318;R;;
NZ;PCT/US2023/025386;817385;W;;
NZ;PCT/US2023/024679;817041;W;;
NZ;PCT/US2023/068486;816989;W;;
NZ;PCT/IB2023/054044;816797;C;;
NZ;PCT/US2023/024723;817252;C;;
NZ;PCT/CN2023/102500;816991;C;;
NZ;PCT/IB2023/056152;816818;D;;
NZ;PCT/IB2023/000312;817229;D;;
NZ;PCT/US2023/068665;817187;C;;
NZ;PCT/US2023/022098;816771;D;;
NZ;PCT/IB2023/056283;817296;D;;
NZ;PCT/CN2023/103576;817128;G;;
NZ;PCT/KR2023/006480;816893;G;;
NZ;PCT/KR2023/009159;816324;R;;
NZ;PCT/CN2023/111270;816840;R;;
NZ;PCT/US2023/068408;817086;R;;
NZ;PCT/US2023/068821;817317;W;;
NZ;PCT/ES2023/070416;816935;W;;
NZ;PCT/CN2023/100225;817165;W;;
NZ;PCT/US2023/067013;817124;C;;
NZ;PCT/GB2023/051298;817205;C;;
NZ;PCT/US2023/026081;816848;D;;
NZ;PCT/US2023/068006;817074;D;;
NZ;PCT/GB2023/051612;816896;D;;
NZ;PCT/CN2023/098011;816766;G;;
NZ;PCT/SE2023/050642;817195;G;;
NZ;PCT/EP2023/067403;817064;G;;
NZ;PCT/US2023/021180;816188;R;;
NZ;PCT/JP2023/022590;817069;R;;
NZ;PCT/EP2023/065235;817121;R;;
NZ;PCT/JP2023/021761;816885;W;;
NZ;PCT/US2023/026994;817359;W;;
NZ;PCT/US2023/023307;816877;C;;
NZ;PCT/US2023/024617;817037;C;;
NZ;PCT/US2023/067996;817013;C;;
NZ;PCT/US2023/069132;816817;D;;
NZ;PCT/US2023/066436;816714;D;;
NZ;PCT/US2023/028124;817231;D;;
NZ;PCT/GB2023/051401;816752;G;;
NZ;PCT/JP2023/021978;817150;G;;
NZ;PCT/CN2024/095625;817227;G;;
NZ;PCT/US2023/067915;817113;R;;
NZ;PCT/US2023/069857;817366;R;;
NZ;PCT/JP2023/020924;816884;W;;
NZ;PCT/CZ2023/050037;817050;W;;
NZ;PCT/EP2023/068080;817035;W;;
NZ;PCT/EP2023/067987;816816;C;;
NZ;PCT/EP2023/070918;816872;C;;
NZ;PCT/US2023/067432;817274;W;;
NZ;PCT/IB2023/000535;817115;W;;
NZ;PCT/CN2023/091259;816564;C;;
NZ;PCT/US2023/024956;817120;C;;
NZ;PCT/AU2023/050562;817203;C;;
NZ;PCT/NZ2023/050052;816044;D;;
NZ;PCT/CN2022/107593;817361;D;;
NZ;PCT/US2023/069801;817388;G;;
NZ;PCT/US2023/023445;816971;G;;
NZ;PCT/AU2023/050619;817429;G;;
NZ;PCT/AU2023/050395;816757;R;;
NZ;PCT/US2023/065519;817336;R;;
NZ;PCT/NO2023/050089;817126;R;;
NZ;PCT/IB2023/055901;816682;W;;
NZ;PCT/EP2023/064950;817162;W;;
NZ;PCT/EP2023/069505;817234;W;;
NZ;PCT/US2023/068298;817116;C;;
NZ;PCT/US2023/026331;817375;C;;
NZ;PCT/IB2023/056620;816861;D;;
